ProcesoSancionId,Expediente,ProcesoSancionTipoNombre,ProcesoSancionEstado,FechaInicio,FechaTermino,ConfirmaPdC,MultaTotalUTA,LinkSNIFA,UnidadFiscalizableId,Nombre,RegionNombre,ComunaNombre,Latitud,Longitud,CategoriaEconomicaNombre,SubCategoriaEconomicaNombre,LinkSNIFA_UF,FechaActualizacion,DuracionDias
1166,F-065-2014,Fiscalización,Terminado - Sanción,2014-11-05,2015-05-25,No,3.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1166                          ,13294,LEÑERÍASECA-SECA,Región de la Araucanía,Temuco,-38.7389203736498,-72.6144757310066,Equipamiento,Centro de comercialización de leña,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13294                         ,2026-09-12,201.0
1174,D-027-2014,Denuncia,Terminado - Sanción,2014-12-30,2021-07-30,No,451.9,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1174                          ,2214,AUTODROMO CODEGUA,Región del Libertador General Bernardo O'Higgins,Codegua,-34.0368111674017,-70.6313437379324,Equipamiento,Centro deportivo / gimnasio,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2214                          ,2026-09-12,2404.0
1178,F-072-2014,Fiscalización,Terminado - Sanción,2014-12-30,2015-06-10,No,1.2,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1178                          ,13313,LEÑERÍAESTABLECIMIENTO 502,Región de la Araucanía,Padre las Casas,-38.7912276602273,-72.5688204914331,Equipamiento,Centro de comercialización de leña,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13313                         ,2026-09-12,162.0
1187,F-078-2014,Fiscalización,Terminado - Sanción,2014-12-31,2015-06-05,No,2.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1187                          ,13332,LEÑERÍAESTABLECIMIENTO 515,Región de la Araucanía,Temuco,-38.7328819,-72.5712144,Equipamiento,Centro de comercialización de leña,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13332                         ,2026-09-12,156.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,3713,CES CANALAD 1 (RNA 110669),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.5261895,-73.3132435,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3713                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,4951,CES VALVERDE 5 (RNA 110688),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.3465361111111,-73.8713305555556,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4951                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,4952,CES LUNA 2 (RNA 110556),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.459366,-73.140483,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4952                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,4979,CES SENO VERA (RNA 110488),Región de Aysén del General Carlos Ibáñez del Campo,Aysén,-45.074966,-73.277942,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4979                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5003,CES VALVERDE 1 (RNA 110524),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.32875208333333,-73.93547152777778,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5003                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5004,CES VALVERDE 2 (RNA 110549),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.34599791666667,-73.86209791666667,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5004                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5018,CES GRAFFER (RNA 110069),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.78897,-72.935768,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5018                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5020,CES PUNTA PAREDES (RNA 110201),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.607511,-72.92248,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5020                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5034,CES ESTERO SOTO (RNA 110060),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.630396,-72.889093,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5034                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5154,CES SUR PUYUHUAPI (RNA 110839),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.939766,-73.155947,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5154                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5256,CES HARRY (RNA 110691),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.233327,-73.204166,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5256                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,5366,CES CUPTANA 2 (RNA 110254),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.578588,-73.64485,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5366                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,7516,CES CUPTANA 1 (RNA 110643),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.614979,-73.81061933333332,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7516                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,9588,CES BAHIA ANITA (RNA 110742),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.8996765,-73.0302865,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9588                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,9797,CER PUNTA GANSO (RNA 110703),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.761231,-72.77618033333333,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9797                          ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,11965,CES GERTRUDIS 1 (RNA 110708),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.5843,-73.9683,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11965                         ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,11966,CES QUETROS 1 (RNA 110656),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.524453,-73.786,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11966                         ,2026-09-12,890.0
1192,F-002-2015,Fiscalización,Terminado - Sanción,2015-01-12,2017-06-20,No,3142.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1192                          ,17183,CES MARTA (RNA 110071),Región de Aysén del General Carlos Ibáñez del Campo,Cisnes,-44.833028,-73.00125,Pesca y Acuicultura,Centro de engorda de salmones,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/17183                         ,2026-09-12,890.0
1194,F-004-2015,Fiscalización,Terminado - Sanción,2015-01-20,2015-07-31,No,3.1,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1194                          ,13342,*RESERVADO*,Región de la Araucanía,Padre las Casas,,,Vivienda e Inmobiliarios,Casa habitación,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13342                         ,2026-09-12,192.0
1204,D-006-2015,Denuncia,Terminado - Sanción,2015-03-17,2016-01-27,No,26.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1204                          ,11161,EDIFICIO SMARTLIFE,Región Metropolitana,Ñuñoa,-33.455591,-70.598008,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11161                         ,2026-09-12,316.0
1206,F-008-2015,Fiscalización,Terminado - Sanción,2015-04-20,2016-01-07,No,60.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1206                          ,227,CEMENTOS POLPAICO S.A. - TIL TIL,Región Metropolitana,Til til,-33.1492301,-70.8337067,Instalación fabril,Planta cementera,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/227                           ,2026-09-12,262.0
1208,D-009-2015,Denuncia,Terminado - Sanción,2015-04-21,2016-02-03,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1208                          ,11303,RESTOBAR BRUTTU'S,Región de Los Ríos,La Unión,-40.296696,-73.082564,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11303                         ,2026-09-12,288.0
1212,F-010-2015,Fiscalización,Terminado - Sanción,2015-04-24,2016-04-07,No,10.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1212                          ,13318,LEÑERÍAESTABLECIMIENTO 517,Región del Libertador General Bernardo O'Higgins,Rengo,-34.404622916274,-70.8525822318189,Equipamiento,Centro de comercialización de leña,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13318                         ,2026-09-12,349.0
1213,D-012-2015,Denuncia,Terminado - Sanción,2015-04-24,2015-11-02,No,16.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1213                          ,11258,BO PACKAGING,Región Metropolitana,Quilicura,-33.3722378,-70.7257229,Instalación fabril,Otras,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11258                         ,2026-09-12,192.0
1216,D-015-2015,Denuncia,Terminado - Sanción,2015-05-15,2016-11-07,No,3.5,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1216                          ,11309,RESTAURANT EL TORO,Región Metropolitana,Recoleta,-33.433428,-70.642423,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11309                         ,2026-09-12,542.0
1219,D-016-2015,Denuncia,Terminado - Sanción,2015-05-15,2017-05-17,No,157.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1219                          ,2668,CURTIEMBRE BAS S.A. - SAN JOAQUIN,Región Metropolitana,San Joaquín,-33.486608,-70.621873,Instalación fabril,Planta de curtiembre,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2668                          ,2026-09-12,733.0
1220,D-018-2015,Denuncia,Terminado - Sanción,2015-05-26,2017-03-22,No,5049.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1220                          ,10295,CANDELARIA,Región de Atacama,Tierra Amarilla,-27.5217,-70.3088,Minería,Minera metálica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10295                         ,2026-09-12,666.0
1221,D-019-2015,Denuncia,Terminado - Sanción,2015-05-26,2023-05-30,No,50.4,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1221                          ,6916,FRIGORIFICO SIMUNOVIC,Región de Magallanes y la Antártica Chilena,Punta Arenas,-53.0530891275927,-70.8551497783628,Agroindustrias,Matadero / frigorífico,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/6916                          ,2026-09-12,2926.0
1224,F-014-2015,Fiscalización,Terminado - Sanción,2015-06-09,2016-01-14,No,76.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1224                          ,344,CENTRAL TERMOELECTRICA TARAPACA,Región de Tarapacá,Iquique,-20.8059,-70.1932,Energía,Central termoeléctrica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/344                           ,2026-09-12,219.0
1226,F-015-2015,Fiscalización,Terminado - Sanción,2015-06-09,2016-01-27,No,750.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1226                          ,2970,CENTRAL TERMOELECTRICA DIEGO DE ALMAGRO,Región de Atacama,Diego de Almagro,-26.3994861905333,-70.0388802052142,Energía,Central termoeléctrica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2970                          ,2026-09-12,232.0
1228,F-016-2015,Fiscalización,Terminado - Sanción,2015-06-09,2017-03-24,No,1032.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1228                          ,2436,CT BOCAMINA,Región del Biobío,Coronel,-37.022789,-73.16584,Energía,Central termoeléctrica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2436                          ,2026-09-12,654.0
1229,F-017-2015,Fiscalización,Terminado - Sanción,2015-06-09,2016-03-04,No,15.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1229                          ,1719,CENTRAL SAN ISIDRO,Región de Valparaíso,Quillota,-32.936543,-71.3162416219711,Energía,Central termoeléctrica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1719                          ,2026-09-12,269.0
1234,D-024-2015,Denuncia,Terminado - Sanción,2015-06-19,2016-03-17,No,75.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1234                          ,1381,TECK CARMEN DE ANDACOLLO,Región de Coquimbo,Andacollo,-30.2462,-71.0965,Minería,Minera metálica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1381                          ,2026-09-12,272.0
1239,D-025-2015,Denuncia,Terminado - Sanción,2015-06-30,2015-12-23,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1239                          ,11554,RESTAURANT NUEVOS PASOS,Región de los Lagos,Puerto Montt,-41.4864,-72.9021,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11554                         ,2026-09-12,176.0
1241,D-027-2015,Denuncia,Terminado - Sanción,2015-07-02,2016-11-07,No,283.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1241                          ,1623,MINA EL TURCO,Región de Valparaíso,Cartagena,-33.539785,-71.481372,Minería,Minera metálica,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1623                          ,2026-09-12,494.0
1242,D-029-2015,Denuncia,Terminado - Sanción,2015-07-09,2017-07-04,No,14.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1242                          ,11302,EDIFICIO NOVENA AVENIDA RVC INMOBILIARIA,Región Metropolitana,San Miguel,-33.512034,-70.659568,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11302                         ,2026-09-12,726.0
1243,D-028-2015,Denuncia,Terminado - Sanción,2015-07-09,2016-03-31,No,23.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1243                          ,11299,CONSTRUCTORA UPC S.A SAN MIGUEL,Región Metropolitana,San Miguel,-33.513226,-70.659998,Vivienda e Inmobiliarios,Edificio Habitacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11299                         ,2026-09-12,266.0
1250,D-034-2015,Denuncia,Terminado - Sanción,2015-08-11,2017-08-07,No,2.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1250                          ,11308,COLEGIO GRACE COLLEGE,Región Metropolitana,Huechuraba,-33.354284,-70.677609,Equipamiento,Establecimiento educacional,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11308                         ,2026-09-12,727.0
1256,D-038-2015,Denuncia,Terminado - Sanción,2015-08-12,2016-11-16,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1256                          ,13302,CENTRO DE CULTIVOPLANTA COSTA SUR S.A.,Región de Valparaíso,Valparaíso,-33.0353937,-71.5886752,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13302                         ,2026-09-12,462.0
1259,D-041-2015,Denuncia,Terminado - Sanción,2015-08-19,2016-06-14,No,8.2,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1259                          ,2663,PISCICULTURA LA ESPERANZA,Región de la Araucanía,Cunco,-39.0940608,-71.9105543,Pesca y Acuicultura,Centro de cultivo de peces,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2663                          ,2026-09-12,300.0
1260,D-042-2015,Denuncia,Terminado - Sanción,2015-08-25,2016-05-17,No,4.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1260                          ,10580,RESTAURANT AJI SECO II,Región Metropolitana,La Florida,-33.524549,-70.597327,Equipamiento,Restorán / Servicio de comidas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10580                         ,2026-09-12,266.0
1263,D-045-2015,Denuncia,Terminado - Sanción,2015-09-01,2016-04-19,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1263                          ,11603,PUB DISCOTHEQUE VERDE AMARELA,Región del Maule,San Javier,-35.596066,-71.728374,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11603                         ,2026-09-12,231.0
1264,D-046-2015,Denuncia,Terminado - Sanción,2015-09-01,2016-06-01,No,5.8,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1264                          ,12084,HOSTERIA CHAÑARAL,Región de Atacama,Chañaral,-26.347977,-70.62462,Equipamiento,Establecimiento / Infraestructura para turismo,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/12084                         ,2026-09-12,274.0
1265,D-048-2015,Denuncia,Terminado - Sanción,2015-09-10,2019-10-07,No,488.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1265                          ,11263,CANTERAS LONCO,Región del Biobío,Chiguayante,-36.867819,-73.031126,Minería,Áridos,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11263                         ,2026-09-12,1488.0
1267,D-049-2015,Denuncia,Terminado - Sanción,2015-09-14,2016-12-30,No,20.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1267                          ,13347,EMBALSERAFAEL PRIETO MORENO,Región Metropolitana,Alhué,-34.0428,-71.0475,Infraestructura Hidráulica,Embalse / presa / tranque,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13347                         ,2026-09-12,473.0
1269,D-051-2015,Denuncia,Terminado - Sanción,2015-09-14,2016-07-13,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1269                          ,11570,DISCOTHEQUE EX_BOULEVARD,Región del Maule,Talca,-35.406972,-71.642885,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11570                         ,2026-09-12,303.0
1272,D-052-2015,Denuncia,Terminado - Sanción,2015-09-25,2016-11-30,No,14.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1272                          ,11600,INCINERADOR INGEMEDICAL,Región de la Araucanía,Gorbea,-39.2628718139725,-72.5609687301636,Transportes y almacenajes,Transporte de sustancias peligrosas,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11600                         ,2026-09-12,432.0
1274,D-053-2015,Denuncia,Terminado - Sanción,2015-09-29,2017-12-01,No,28.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1274                          ,1606,PLAN REGULADOR COMUNAL DE VALPARAISO,Región de Valparaíso,Valparaíso,-33.0848,-71.5944,Otras categorías,Instrumentos de Planificación Territorial,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1606                          ,2026-09-12,794.0
1275,D-055-2015,Denuncia,Terminado - Sanción,2015-09-30,2016-06-20,No,118.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1275                          ,3898,CENTRAL DE PASADA CARILAFQUEN-MALALCAHUELLO,Región de la Araucanía,Melipeuco,-38.8917427572743,-71.5034575154255,Energía,Central hidroeléctrica de pasada,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3898                          ,2026-09-12,264.0
1279,D-057-2015,Denuncia,Terminado - Sanción,2015-10-14,2016-02-12,No,3.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1279                          ,11580,IGLESIA GENERAL ARRIAGADA,Región Metropolitana,La Pintana,-33.56204,-70.619315,Equipamiento,Centro de culto religioso / espiritual,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11580                         ,2026-09-12,121.0
1286,F-027-2015,Fiscalización,Terminado - Sanción,2015-10-26,2016-09-16,No,250.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1286                          ,2419,EMBALSE ANCOA MOP,Región del Maule,Colbún,-35.8519,-71.188,Infraestructura Hidráulica,Embalse / presa / tranque,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2419                          ,2026-09-12,326.0
1288,D-061-2015,Denuncia,Terminado - Sanción,2015-10-28,2016-07-07,No,1.0,https://snifa.sma.gob.cl/Sancionatorio/Ficha/1288                          ,11550,SCHOPERIA DOLAR,Región de Arica y Parinacota,Arica,-18.4768,-70.3189,Equipamiento,Discoteca / pub,http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11550                         ,2026-09-12,253.0
